# started on Sun Sep 20 21:29:23 2026

135.34;msec;task-clock;135335514;100.00;0.993;CPUs utilized
1;;context-switches;135335514;100.00;7.389;/sec
1;;cpu-migrations;135335514;100.00;7.389;/sec
655;;page-faults;135335514;100.00;4.840;K/sec
185481766;;branches;108353076;80.00;1.371;G/sec
190448;;branch-misses;108327472;80.00;0.10;of all branches
4606872;;cache-references;108354955;80.00;34.040;M/sec
303876;;cache-misses;108331730;80.00;6.60;of all cache refs
411652196;;cycles;107974823;79.00;;
1005754187;;instructions;107974823;79.00;2.44;insn per cycle
